,year,sport,discipline,athlete,country_code,gender,event,medal,medal_value
4228,1924,Aquatics,Water polo,"VERMETTEN, Jean-Pierre",BEL,Men,water polo,Silver,2
4201,1924,Aquatics,Water polo,"MITCHELL, George F.",USA,Men,water polo,Bronze,1
4199,1924,Aquatics,Water polo,"HORN, Oliver",USA,Men,water polo,Bronze,1
4175,1924,Aquatics,Swimming,"HATCH, J. E.",GBR,Women,4x100m freestyle relay,Silver,2
4176,1924,Aquatics,Swimming,"JEANS, Constance Mabel",GBR,Women,4x100m freestyle relay,Silver,2
4177,1924,Aquatics,Swimming,"MAC KENZIE, Grace",GBR,Women,4x100m freestyle relay,Silver,2
4178,1924,Aquatics,Swimming,"TANNER, Irene Vera",GBR,Women,4x100m freestyle relay,Silver,2
4179,1924,Aquatics,Swimming,"BORG, Ake",SWE,Men,4x200m freestyle relay,Bronze,1
4180,1924,Aquatics,Swimming,"BORG, Arne",SWE,Men,4x200m freestyle relay,Bronze,1
4181,1924,Aquatics,Swimming,"HENNING, Tor",SWE,Men,4x200m freestyle relay,Bronze,1
4182,1924,Aquatics,Swimming,"PERSSON, O. GÃ¶sta A.",SWE,Men,4x200m freestyle relay,Bronze,1
4183,1924,Aquatics,Swimming,"TROLLE, Orvar",SWE,Men,4x200m freestyle relay,Bronze,1
4184,1924,Aquatics,Swimming,"WERNER, Georg",SWE,Men,4x200m freestyle relay,Bronze,1
4185,1924,Aquatics,Swimming,"BREYER, Ralph",USA,Men,4x200m freestyle relay,Gold,3
4200,1924,Aquatics,Water polo,"LAUER, Frederick",USA,Men,water polo,Bronze,1
4186,1924,Aquatics,Swimming,"GLANCY, Harrison Smith",USA,Men,4x200m freestyle relay,Gold,3
4188,1924,Aquatics,Swimming,"O'CONNOR, James Wallace",USA,Men,4x200m freestyle relay,Gold,3
4189,1924,Aquatics,Swimming,"SMITH, Lester",USA,Men,4x200m freestyle relay,Gold,3
4190,1924,Aquatics,Swimming,"WEISSMULLER, Johnny",USA,Men,4x200m freestyle relay,Gold,3
4191,1924,Aquatics,Swimming,"CHARLTON, Andrew",AUS,Men,4x200m freestyle relay,Silver,2
4192,1924,Aquatics,Swimming,"CHRISTIE, Maurice F.",AUS,Men,4x200m freestyle relay,Silver,2
4193,1924,Aquatics,Swimming,"DE BEAUREPAIRE, Frank",AUS,Men,4x200m freestyle relay,Silver,2
4194,1924,Aquatics,Swimming,"HENRY, Ernest M.",AUS,Men,4x200m freestyle relay,Silver,2
4195,1924,Aquatics,Swimming,"STEDMAN, Ivan",AUS,Men,4x200m freestyle relay,Silver,2
4196,1924,Aquatics,Water polo,"AUSTIN, Arthur",USA,Men,water polo,Bronze,1
4197,1924,Aquatics,Water polo,"COLLETT, E.",USA,Men,water polo,Bronze,1
4198,1924,Aquatics,Water polo,"HANDY, J.",USA,Men,water polo,Bronze,1
4187,1924,Aquatics,Swimming,"HOWELL, Richard",USA,Men,4x200m freestyle relay,Gold,3
4339,1924,Athletics,Athletics,"HANSEN, Sverre",NOR,Men,long jump,Bronze,1
4163,1924,Aquatics,Swimming,"EWERLUND, Gurli",SWE,Women,4x100m freestyle relay,Bronze,1
4341,1924,Athletics,Athletics,"GOURDIN, Edward Orval",USA,Men,long jump,Silver,2
4481,1924,Fencing,Fencing,"CATTIAU, Philippe",FRA,Men,foil team,Gold,3
4482,1924,Fencing,Fencing,"COUTROT, Jacques",FRA,Men,foil team,Gold,3
4483,1924,Fencing,Fencing,"DE LUGET, Guy",FRA,Men,foil team,Gold,3
4484,1924,Fencing,Fencing,"DUCRET, Roger FranÃ§ois",FRA,Men,foil team,Gold,3
4485,1924,Fencing,Fencing,"GAUDIN, Lucien",FRA,Men,foil team,Gold,3
4486,1924,Fencing,Fencing,"JOBIER, Henri",FRA,Men,foil team,Gold,3
4487,1924,Fencing,Fencing,"LABATTUT, AndrÃ©",FRA,Men,foil team,Gold,3
4488,1924,Fencing,Fencing,"PEROTEAUX, Josef",FRA,Men,foil team,Gold,3
4489,1924,Fencing,Fencing,"BERRE, Marcel L.",BEL,Men,foil team,Silver,2
4490,1924,Fencing,Fencing,"BEURAIN, DÃ©sirÃ©",BEL,Men,foil team,Silver,2
4491,1924,Fencing,Fencing,"CRAHAY, Charles",BEL,Men,foil team,Silver,2
4492,1924,Fencing,Fencing,"DE MONTIGNY, Fernand",BEL,Men,foil team,Silver,2
4493,1924,Fencing,Fencing,"DE ROOCKER, Albert",BEL,Men,foil team,Silver,2
4494,1924,Fencing,Fencing,"VAN DAMME, Maurice E.",BEL,Men,foil team,Silver,2
4495,1924,Fencing,Fencing,"GARAY, Janos",HUN,Men,sabre individual,Bronze,1
4496,1924,Fencing,Fencing,"POSTA, Sandor",HUN,Men,sabre individual,Gold,3
4497,1924,Fencing,Fencing,"DUCRET, Roger FranÃ§ois",FRA,Men,sabre individual,Silver,2
4498,1924,Fencing,Fencing,"DE JONG, Adrianus Egbertus Willem",NED,Men,sabre team,Bronze,1
4499,1924,Fencing,Fencing,"DOORMAN, Jetze",NED,Men,sabre team,Bronze,1
4500,1924,Fencing,Fencing,"SCHERPENHUYZEN, Hendrik Dorotheus",NED,Men,sabre team,Bronze,1
4501,1924,Fencing,Fencing,"VAN DER WIEL, Jan",NED,Men,sabre team,Bronze,1
4502,1924,Fencing,Fencing,"VAN DULM, Maarten Hendrik",NED,Men,sabre team,Bronze,1
4503,1924,Fencing,Fencing,"WYNOLDY-DANIELS, Henri Jacob",NED,Men,sabre team,Bronze,1
4480,1924,Fencing,Fencing,"TERSZTYANSZKY, ÃdÃ¶n",HUN,Men,foil team,Bronze,1
4479,1924,Fencing,Fencing,"SCHENKER, Zoltan",HUN,Men,foil team,Bronze,1
4478,1924,Fencing,Fencing,"POSTA, Sandor",HUN,Men,foil team,Bronze,1
4477,1924,Fencing,Fencing,"LICHTENECKERT, Istvan",HUN,Men,foil team,Bronze,1
4453,1924,Fencing,Fencing,"CANOVA, Giovanni",ITA,Men,Ã©pÃ©e team,Bronze,1
4454,1924,Fencing,Fencing,"CUCCIA, Vincenzo",ITA,Men,Ã©pÃ©e team,Bronze,1
4455,1924,Fencing,Fencing,"MONTEGAZZA, V.",ITA,Men,Ã©pÃ©e team,Bronze,1
4456,1924,Fencing,Fencing,"MORICCA, Oreste",ITA,Men,Ã©pÃ©e team,Bronze,1
4457,1924,Fencing,Fencing,"BUCHARD, Georges",FRA,Men,Ã©pÃ©e team,Gold,3
4458,1924,Fencing,Fencing,"DUCRET, Roger FranÃ§ois",FRA,Men,Ã©pÃ©e team,Gold,3
4459,1924,Fencing,Fencing,"GAUDIN, Lucien",FRA,Men,Ã©pÃ©e team,Gold,3
4460,1924,Fencing,Fencing,"LABATTUT, AndrÃ©",FRA,Men,Ã©pÃ©e team,Gold,3
4461,1924,Fencing,Fencing,"LIOTTEL, Lionel",FRA,Men,Ã©pÃ©e team,Gold,3
4462,1924,Fencing,Fencing,"LIPPMANN, Alexandre",FRA,Men,Ã©pÃ©e team,Gold,3
4463,1924,Fencing,Fencing,"TAINTURIER, Georges",FRA,Men,Ã©pÃ©e team,Gold,3
4504,1924,Fencing,Fencing,"ANSELMI, Renato",ITA,Men,sabre team,Gold,3
4464,1924,Fencing,Fencing,"ANSPACH, Paul",BEL,Men,Ã©pÃ©e team,Silver,2
4466,1924,Fencing,Fencing,"DE MONTIGNY, Fernand",BEL,Men,Ã©pÃ©e team,Silver,2
4467,1924,Fencing,Fencing,"DELPORTE, Charles",BEL,Men,Ã©pÃ©e team,Silver,2
4468,1924,Fencing,Fencing,"GEVERS, Ernest",BEL,Men,Ã©pÃ©e team,Silver,2
4469,1924,Fencing,Fencing,"TOM, LÃ©on",BEL,Men,Ã©pÃ©e team,Silver,2
4470,1924,Fencing,Fencing,"VAN DAMME, Maurice E.",BEL,Men,foil individual,Bronze,1
4471,1924,Fencing,Fencing,"DUCRET, Roger FranÃ§ois",FRA,Men,foil individual,Gold,3
4472,1924,Fencing,Fencing,"CATTIAU, Philippe",FRA,Men,foil individual,Silver,2
4473,1924,Fencing,Fencing,"HECKSCHER, Grete",DEN,Women,foil individual,Bronze,1
4474,1924,Fencing,Fencing,"OSIIER, Ellen Ottilia",DEN,Women,foil individual,Gold,3
4475,1924,Fencing,Fencing,"DAVIS, Gladis Muriel",GBR,Women,foil individual,Silver,2
4476,1924,Fencing,Fencing,"BERTI, Laszlo",HUN,Men,foil team,Bronze,1
4465,1924,Fencing,Fencing,"DE CRAECKER, Joseph",BEL,Men,Ã©pÃ©e team,Silver,2
4505,1924,Fencing,Fencing,"BALZARINI, Guido",ITA,Men,sabre team,Gold,3
4506,1924,Fencing,Fencing,"BERTINETTI, Marcello",ITA,Men,sabre team,Gold,3
4507,1924,Fencing,Fencing,"BINI, Bino",ITA,Men,sabre team,Gold,3
4536,1924,Football,Football,"MELLGREN, Sten",SWE,Men,football,Bronze,1
4537,1924,Football,Football,"OCLSSON, G.",SWE,Men,football,Bronze,1
4539,1924,Football,Football,"SUNDBERG, Harry",SWE,Men,football,Bronze,1
4540,1924,Football,Football,"SVENSSON, Thorsten",SWE,Men,football,Bronze,1
4541,1924,Football,Football,"ZANDER, Robert",SWE,Men,football,Bronze,1
4542,1924,Football,Football,"ANDRADE, JosÃ©",URU,Men,football,Gold,3
4543,1924,Football,Football,"ARISPE, Pedro",URU,Men,football,Gold,3
4544,1924,Football,Football,"CASELLA, P.",URU,Men,football,Gold,3
4545,1924,Football,Football,"CEA, Pedro",URU,Men,football,Gold,3
4546,1924,Football,Football,"CHIAPPARA, L.",URU,Men,football,Gold,3
4547,1924,Football,Football,"ETCHEGOYEN, P.",URU,Men,football,Gold,3
4535,1924,Football,Football,"LUNDQUIST, Evert",SWE,Men,football,Bronze,1
4548,1924,Football,Football,"GHIERRA, Alfredo",URU,Men,football,Gold,3
4550,1924,Football,Football,"NASAZZI, JosÃ©",URU,Men,football,Gold,3
4551,1924,Football,Football,"NAYA, JosÃ©",URU,Men,football,Gold,3
4552,1924,Football,Football,"PETRONE, Pedro",URU,Men,football,Gold,3
4553,1924,Football,Football,"ROMANO, Angel",URU,Men,football,Gold,3
4554,1924,Football,Football,"SALDOMBIDE, Z.",URU,Men,football,Gold,3
4555,1924,Football,Football,"SCARONE, Hector",URU,Men,football,Gold,3
4556,1924,Football,Football,"SOMMA, P.",URU,Men,football,Gold,3
4557,1924,Football,Football,"TOMASINA, Alberto",URU,Men,football,Gold,3
4558,1924,Football,Football,"URDINARAN, Antonio",URU,Men,football,Gold,3
4559,1924,Football,Football,"URDINARAN, Santos",URU,Men,football,Gold,3
4340,1924,Athletics,Athletics,"HUBBARD, William De Hart",USA,Men,long jump,Gold,3
4549,1924,Football,Football,"MAZALI, AndrÃÂ©s",URU,Men,football,Gold,3
4452,1924,Fencing,Fencing,"BERTINETTI, Marcello",ITA,Men,Ã©pÃ©e team,Bronze,1
4534,1924,Football,Football,"LINDQVIST, Sven",SWE,Men,football,Bronze,1
4532,1924,Football,Football,"LINDBERG, Sigfrid",SWE,Men,football,Bronze,1
4508,1924,Fencing,Fencing,"CUCCIA, Vincenzo",ITA,Men,sabre team,Gold,3
4509,1924,Fencing,Fencing,"MORICCA, Oreste",ITA,Men,sabre team,Gold,3
4510,1924,Fencing,Fencing,"PULITI, Oreste",ITA,Men,sabre team,Gold,3
4511,1924,Fencing,Fencing,"SARROCCHI, Giulio",ITA,Men,sabre team,Gold,3
4512,1924,Fencing,Fencing,"BERTI, Laszlo",HUN,Men,sabre team,Silver,2
4513,1924,Fencing,Fencing,"GARAY, Janos",HUN,Men,sabre team,Silver,2
4514,1924,Fencing,Fencing,"POSTA, Sandor",HUN,Men,sabre team,Silver,2
4515,1924,Fencing,Fencing,"RADY, Jozsef",HUN,Men,sabre team,Silver,2
4516,1924,Fencing,Fencing,"SCHENKER, Zoltan",HUN,Men,sabre team,Silver,2
4517,1924,Fencing,Fencing,"SZECHY, Laszlo",HUN,Men,sabre team,Silver,2
4518,1924,Fencing,Fencing,"TERSZTYANSZKY, ÃdÃ¶n",HUN,Men,sabre team,Silver,2
4533,1924,Football,Football,"LINDBERG, V.",SWE,Men,football,Bronze,1
4519,1924,Fencing,Fencing,"UHLYARIK, JenÃ¶",HUN,Men,sabre team,Silver,2
4521,1924,Football,Football,"BROMMESSON, Charles",SWE,Men,football,Bronze,1
4522,1924,Football,Football,"CARLSON, Gustaf",SWE,Men,football,Bronze,1
4523,1924,Football,Football,"DAHL, Albin",SWE,Men,football,Bronze,1
4524,1924,Football,Football,"FRIBERG, Sven",SWE,Men,football,Bronze,1
4525,1924,Football,Football,"GUSTAFSSON, Karl",SWE,Men,football,Bronze,1
4526,1924,Football,Football,"HILLEN, Fritjof",SWE,Men,football,Bronze,1
4527,1924,Football,Football,"HIRSCH, Konrad",SWE,Men,football,Bronze,1
4528,1924,Football,Football,"HOLMBERG, Gunnar",SWE,Men,football,Bronze,1
4529,1924,Football,Football,"KAUFELDT, Per",SWE,Men,football,Bronze,1
4530,1924,Football,Football,"KELLER, Tore",SWE,Men,football,Bronze,1
4531,1924,Football,Football,"KOCK, Rudolf",SWE,Men,football,Bronze,1
4520,1924,Football,Football,"ALFREDSSON, Axel",SWE,Men,football,Bronze,1
4451,1924,Fencing,Fencing,"BASLETTA, Giulio",ITA,Men,Ã©pÃ©e team,Bronze,1
4538,1924,Football,Football,"RYDELL, Sven",SWE,Men,football,Bronze,1
4449,1924,Fencing,Fencing,"DELPORTE, Charles",BEL,Men,Ã©pÃ©e individual,Gold,3
4370,1924,Boxing,Boxing,"NIELSEN, Hans Jacob",DEN,Men,57.15 - 61.24kg (lightweight),Gold,3
4371,1924,Boxing,Boxing,"COPELLO, Alfredo",ARG,Men,57.15 - 61.24kg (lightweight),Silver,2
4372,1924,Boxing,Boxing,"LEWIS, Douglas",CAN,Men,61.24 - 66.68kg (welterweight),Bronze,1
4373,1924,Boxing,Boxing,"DELARGE, Jean",BEL,Men,61.24 - 66.68kg (welterweight),Gold,3
4374,1924,Boxing,Boxing,"MENDEZ, Hector",ARG,Men,61.24 - 66.68kg (welterweight),Silver,2
4375,1924,Boxing,Boxing,"BEECKEN, Joseph Jules",BEL,Men,66.68 - 72.57kg (middleweight),Bronze,1
4376,1924,Boxing,Boxing,"MALLIN, Harry William",GBR,Men,66.68 - 72.57kg (middleweight),Gold,3
4377,1924,Boxing,Boxing,"ELLIOTT, John",GBR,Men,66.68 - 72.57kg (middleweight),Silver,2
4378,1924,Boxing,Boxing,"SÃRSDAL, Sverre",NOR,Men,72.57 - 79.38kg (light-heavyweight),Bronze,1
4379,1924,Boxing,Boxing,"MITCHELL, Harry",GBR,Men,72.57 - 79.38kg (light-heavyweight),Gold,3
4380,1924,Boxing,Boxing,"PETERSEN, Thyge",DEN,Men,72.57 - 79.38kg (light-heavyweight),Silver,2
4381,1924,Cycling,Cycling Road,"HAMEL, RenÃ©",FRA,Men,individual road race,Bronze,1
4382,1924,Cycling,Cycling Road,"BLANCHONNET, Armand",FRA,Men,individual road race,Gold,3
4383,1924,Cycling,Cycling Road,"HOEVENAERS, Henri",BEL,Men,individual road race,Silver,2
4384,1924,Cycling,Cycling Road,"BOHLIN, Eric",SWE,Men,team time trial,Bronze,1
4385,1924,Cycling,Cycling Road,"MALM, Ragnar",SWE,Men,team time trial,Bronze,1
4386,1924,Cycling,Cycling Road,"SKÃLD, Gunnar",SWE,Men,team time trial,Bronze,1
4387,1924,Cycling,Cycling Road,"BLANCHONNET, Armand",FRA,Men,team time trial,Gold,3
4388,1924,Cycling,Cycling Road,"HAMEL, RenÃ©",FRA,Men,team time trial,Gold,3
4389,1924,Cycling,Cycling Road,"WAMBST, Georges",FRA,Men,team time trial,Gold,3
4390,1924,Cycling,Cycling Road,"HOEVENAERS, Henri",BEL,Men,team time trial,Silver,2
4391,1924,Cycling,Cycling Road,"PARFONDRY, Alphonse",BEL,Men,team time trial,Silver,2
4392,1924,Cycling,Cycling Road,"VAN DEN BOSCH, Jean",BEL,Men,team time trial,Silver,2
4369,1924,Boxing,Boxing,"BOYLSTEIN, Frederick",USA,Men,57.15 - 61.24kg (lightweight),Bronze,1
4368,1924,Boxing,Boxing,"SALAS, Joseph",USA,Men,53.52 - 57.15kg (featherweight),Silver,2
4367,1924,Boxing,Boxing,"FIELDS, John",USA,Men,53.52 - 57.15kg (featherweight),Gold,3
4366,1924,Boxing,Boxing,"QUARTUCCI, Pedro",ARG,Men,53.52 - 57.15kg (featherweight),Bronze,1
4342,1924,Athletics,Athletics,"DE MAR, Clarence Harrison",USA,Men,marathon,Bronze,1
4450,1924,Fencing,Fencing,"DUCRET, Roger FranÃ§ois",FRA,Men,Ã©pÃ©e individual,Silver,2
4343,1924,Athletics,Athletics,"STENROOS, Albin Oskar",FIN,Men,marathon,Gold,3
4344,1924,Athletics,Athletics,"BERTINI, Romeo",ITA,Men,marathon,Silver,2
4345,1924,Athletics,Athletics,"LE GENDRE, Robert Lucien",USA,Men,pentathlon,Bronze,1
4346,1924,Athletics,Athletics,"LEHTONEN, Eero Reino",FIN,Men,pentathlon,Gold,3
4347,1924,Athletics,Athletics,"SOMFAY, Elemer",HUN,Men,pentathlon,Silver,2
4348,1924,Athletics,Athletics,"BROOKER, James K.",USA,Men,pole vault,Bronze,1
4349,1924,Athletics,Athletics,"BARNES, Lee",USA,Men,pole vault,Gold,3
4350,1924,Athletics,Athletics,"GRAHAM, Glenn",USA,Men,pole vault,Silver,2
4351,1924,Athletics,Athletics,"HILLS, Ralph Gorman",USA,Men,shot put,Bronze,1
4393,1924,Cycling,Cycling Track,"BOSCH VAN DRAKESTEIN, Gerald Henri",NED,Men,2000m tandem,Bronze,1
4352,1924,Athletics,Athletics,"HOUSER, Lemuel Clarence",USA,Men,shot put,Gold,3
4355,1924,Athletics,Athletics,"WINTER, Anthony William",AUS,Men,triple jump,Gold,3
4356,1924,Athletics,Athletics,"BRUNETO, Luis",ARG,Men,triple jump,Silver,2
4357,1924,Boxing,Boxing,"FEE, Raymond",USA,Men,- 50.8kg (flyweight),Bronze,1
4358,1924,Boxing,Boxing,"LA BARBA, Fidel",USA,Men,- 50.8kg (flyweight),Gold,3
4359,1924,Boxing,Boxing,"MAC KENZIE, James",GBR,Men,- 50.8kg (flyweight),Silver,2
4360,1924,Boxing,Boxing,"PORZIO, Alfredo",ARG,Men,+ 79.38kg (heavyweight),Bronze,1
4361,1924,Boxing,Boxing,"VON PORAT, Otto",NOR,Men,+ 79.38kg (heavyweight),Gold,3
4362,1924,Boxing,Boxing,"PETERSEN, SÃ¶ren",DEN,Men,+ 79.38kg (heavyweight),Silver,2
4363,1924,Boxing,Boxing,"CES, Jean",FRA,Men,50.8 - 53.52kg (bantamweight),Bronze,1
4364,1924,Boxing,Boxing,"SMITH, William H.",RSA,Men,50.8 - 53.52kg (bantamweight),Gold,3
4365,1924,Boxing,Boxing,"TRIPOLI, Salvatore",USA,Men,50.8 - 53.52kg (bantamweight),Silver,2
4354,1924,Athletics,Athletics,"TUULOS, Vilho Immanuel",FIN,Men,triple jump,Bronze,1
4394,1924,Cycling,Cycling Track,"PEETERS, Mauritius",NED,Men,2000m tandem,Bronze,1
4353,1924,Athletics,Athletics,"HARTRANFT, Glenn",USA,Men,shot put,Silver,2
4396,1924,Cycling,Cycling Track,"CUGNOT, Jean",FRA,Men,2000m tandem,Gold,3
4425,1924,Equestrian,Eventing,"LEQUIO DI ASSABA, Tommaso",ITA,Men,team,Bronze,1
4426,1924,Equestrian,Eventing,"LOMBARDI, Alberto",ITA,Men,team,Bronze,1
4427,1924,Equestrian,Eventing,"COLENBRANDER, Antonius Theodorus",NED,Men,team,Gold,3
4428,1924,Equestrian,Eventing,"DE KRUIJFF, Gerard Pieter",NED,Men,team,Gold,3
4429,1924,Equestrian,Eventing,"PAHUD DE MORTANGES, Charles Ferdinand",NED,Men,team,Gold,3
4430,1924,Equestrian,Eventing,"VAN DER VOORT VAN ZIJP, Adolf Dirk C.",NED,Men,team,Gold,3
4431,1924,Equestrian,Eventing,"DE KÃNIG, ClaÃ«s",SWE,Men,team,Silver,2
4432,1924,Equestrian,Eventing,"HAGELIN, Gustaf W.",SWE,Men,team,Silver,2
4433,1924,Equestrian,Eventing,"LEWENHAUPT, G. W.",SWE,Men,team,Silver,2
4434,1924,Equestrian,Eventing,"SYLVAN, C. Torsten L.",SWE,Men,team,Silver,2
4435,1924,Equestrian,Eventing,ANITA,SWE,Women,team,Silver,2
4424,1924,Equestrian,Eventing,"DI PRALORMO, Emanuele",ITA,Men,team,Bronze,1
4436,1924,Equestrian,Jumping,"KROLIKIEWICZ, Adam",POL,Men,individual,Bronze,1
4438,1924,Equestrian,Jumping,"LEQUIO DI ASSABA, Tommaso",ITA,Men,individual,Silver,2
4439,1924,Equestrian,Jumping,"BORGES D'ALMEIDA, Antonio",POR,Men,team,Bronze,1
4440,1924,Equestrian,Jumping,"DE SOUZA MARTINS, Helder",POR,Men,team,Bronze,1
4442,1924,Equestrian,Jumping,"LUNDSTRÃM, Age",SWE,Men,team,Gold,3
4443,1924,Equestrian,Jumping,"STAHLE, Axel",SWE,Men,team,Gold,3
4444,1924,Equestrian,Jumping,"THELNING, Ake",SWE,Men,team,Gold,3
4445,1924,Equestrian,Jumping,"BÃHLER, Hans E.",SUI,Men,team,Silver,2
4446,1924,Equestrian,Jumping,"GEMUSEUS, Alphonse",SUI,Men,team,Silver,2
4448,1924,Fencing,Fencing,"HELLSTEN, Nils Erik",SWE,Men,Ã©pÃ©e individual,Bronze,1
4395,1924,Cycling,Cycling Track,"CHOURY, Lucien",FRA,Men,2000m tandem,Gold,3
4447,1924,Equestrian,Jumping,"STUBER, Werner",SUI,Men,team,Silver,2
4437,1924,Equestrian,Jumping,"GEMUSEUS, Alphonse",SUI,Men,individual,Gold,3
4423,1924,Equestrian,Eventing,"ALVISI, Alessandro",ITA,Men,team,Bronze,1
4441,1924,Equestrian,Jumping,"MOUZINHO D'ALBUQUERQUE, JosÃ©",POR,Men,team,Bronze,1
4421,1924,Equestrian,Eventing,"VAN DER VOORT VAN ZIJP, Adolf Dirk C.",NED,Men,individual,Gold,3
4398,1924,Cycling,Cycling Track,"HANSEN, Edmund",DEN,Men,2000m tandem,Silver,2
4399,1924,Cycling,Cycling Track,"WYLD, Frederick Henry",GBR,Men,50km,Bronze,1
4422,1924,Equestrian,Eventing,"KIRKEBJERG, Frode Rasmussen",DEN,Men,individual,Silver,2
4397,1924,Cycling,Cycling Track,"FALCK HANSEN, Willy",DEN,Men,2000m tandem,Silver,2
4400,1924,Cycling,Cycling Track,"WILLEMS, Jacobus",NED,Men,50km,Gold,3
4401,1924,Cycling,Cycling Track,"ALDEN, Cyril Albert",GBR,Men,50km,Silver,2
4402,1924,Cycling,Cycling Track,"CUGNOT, Jean",FRA,Men,Sprint indivual,Bronze,1
4404,1924,Cycling,Cycling Track,"MEIJER, Jacob",NED,Men,Sprint indivual,Silver,2
4405,1924,Cycling,Cycling Track,"DAGHELINCKX, Gustave LÃ©onard",BEL,Men,Team Pursuit (4000m),Bronze,1
4406,1924,Cycling,Cycling Track,"HOEVENAERS, Henri",BEL,Men,Team Pursuit (4000m),Bronze,1
4407,1924,Cycling,Cycling Track,"SAIVE, Ferdinand",BEL,Men,Team Pursuit (4000m),Bronze,1
4408,1924,Cycling,Cycling Track,"VAN DEN BOSCH, Jean",BEL,Men,Team Pursuit (4000m),Bronze,1
4403,1924,Cycling,Cycling Track,"MICHARD, Lucien",FRA,Men,Sprint indivual,Gold,3
4416,1924,Cycling,Cycling Track,"SZYMCZYK, Franciszek",POL,Men,Team Pursuit (4000m),Silver,2
4410,1924,Cycling,Cycling Track,"DINALE, Alfredo",ITA,Men,Team Pursuit (4000m),Gold,3
4411,1924,Cycling,Cycling Track,"MENEGAZZI, Aurelio",ITA,Men,Team Pursuit (4000m),Gold,3
4412,1924,Cycling,Cycling Track,"ZUCCHETTI, Francesco",ITA,Men,Team Pursuit (4000m),Gold,3
4413,1924,Cycling,Cycling Track,"LANGE, Jozef",POL,Men,Team Pursuit (4000m),Silver,2
4420,1924,Equestrian,Eventing,"DOAK, Sloan",USA,Men,individual,Bronze,1
4419,1924,Equestrian,Dressage,"SANDSTRÃM, Bertil",SWE,Men,individual,Silver,2
4415,1924,Cycling,Cycling Track,"STANKIEWICZ, Tomasz",POL,Men,Team Pursuit (4000m),Silver,2
4417,1924,Equestrian,Dressage,"LESAGE, Xavier FranÃ§ois",FRA,Men,individual,Bronze,1
4409,1924,Cycling,Cycling Track,"DE MARTINO, Angelo",ITA,Men,Team Pursuit (4000m),Gold,3
4418,1924,Equestrian,Dressage,"DE LINDER, Ernst",SWE,Men,individual,Gold,3
5477,1928,Gymnastics,Artistic G.,"GIAVOTTI, Luigina",ITA,Women,team competition,Silver,2
5476,1928,Gymnastics,Artistic G.,"GIANONI, Lavinia",ITA,Women,team competition,Silver,2
5487,1928,Gymnastics,Artistic G.,"DERGANC, Stane",YUG,Men,vault,Bronze,1
5474,1928,Gymnastics,Artistic G.,"VAN RUMT, Hendrika Alida",NED,Women,team competition,Gold,3
5478,1928,Gymnastics,Artistic G.,"GIORGI, Virginia",ITA,Women,team competition,Silver,2
5473,1928,Gymnastics,Artistic G.,"VAN RANDWIJK, Petronella Phillemina Johanna",NED,Women,team competition,Gold,3
5475,1928,Gymnastics,Artistic G.,"AMBROSETTI, Bianca",ITA,Women,team competition,Silver,2
5489,1928,Gymnastics,Artistic G.,"LOFFLER, Emanuel",TCH,Men,vault,Silver,2
5483,1928,Gymnastics,Artistic G.,"TANZINI, Luisa",ITA,Women,team competition,Silver,2
5480,1928,Gymnastics,Artistic G.,"MARANGONI, Clara",ITA,Women,team competition,Silver,2
5481,1928,Gymnastics,Artistic G.,"PERVERSI, Luigina",ITA,Women,team competition,Silver,2
5482,1928,Gymnastics,Artistic G.,"PIZZAVINI, Diana",ITA,Women,team competition,Silver,2
5484,1928,Gymnastics,Artistic G.,"TRONCONI, Carolina",ITA,Women,team competition,Silver,2
5485,1928,Gymnastics,Artistic G.,"VERCESI, Ines",ITA,Women,team competition,Silver,2
5472,1928,Gymnastics,Artistic G.,"VAN DER VEGT, Anna Maria",NED,Women,team competition,Gold,3
5488,1928,Gymnastics,Artistic G.,"MACK, Eugen",SUI,Men,vault,Gold,3
5486,1928,Gymnastics,Artistic G.,"VITTADINI, Rita",ITA,Women,team competition,Silver,2
5479,1928,Gymnastics,Artistic G.,"MALABARBA, Germana",ITA,Women,team competition,Silver,2
5471,1928,Gymnastics,Artistic G.,"VAN DEN BOS, Alida Johanna",NED,Women,team competition,Gold,3
5461,1928,Gymnastics,Artistic G.,"SMITH, Hilda",GBR,Women,team competition,Bronze,1
5469,1928,Gymnastics,Artistic G.,"STELMA, Jacoba Cornelia",NED,Women,team competition,Gold,3
5451,1928,Gymnastics,Artistic G.,"BROADBENT, Annie",GBR,Women,team competition,Bronze,1
5450,1928,Gymnastics,Artistic G.,"VESELY, Vaclav",TCH,Men,team competition,Silver,2
5452,1928,Gymnastics,Artistic G.,"DESMOND, Lucy",GBR,Women,team competition,Bronze,1
5490,1928,Hockey,Hockey,"BOCHE, Bruno",GER,Men,hockey,Bronze,1
5453,1928,Gymnastics,Artistic G.,"HARTLEY, Margaret B.",GBR,Women,team competition,Bronze,1
5454,1928,Gymnastics,Artistic G.,"JAGGER, Amy C.",GBR,Women,team competition,Bronze,1
5455,1928,Gymnastics,Artistic G.,"JUDD, Isobel M. R.",GBR,Women,team competition,Bronze,1
5456,1928,Gymnastics,Artistic G.,"KITE, Jessie T.",GBR,Women,team competition,Bronze,1
5457,1928,Gymnastics,Artistic G.,"MOREMAN, Marjorie",GBR,Women,team competition,Bronze,1
